Loc,Cmp,To ship,Customer,order,qty,shipdate,comments,,# of cases,,Entered on sheet,To Finishing,To Shipping
m1,TRUE,0,corp,s52173 n,15,4/10,-,,1,,3/29     10:36AM,4/4     3:38PM,4/10     7:26AM
m1,TRUE,0,corp,s52275 y,24,4/10,-,,1,,3/28     7:30PM,4/4     3:43PM,4/10     8:02AM
m3,TRUE,1,corp,s52314 n,9,4/11,-,,1,,4/3     6:22AM,4/4     3:31PM,4/10     7:25AM
m3,TRUE,1,corp,s52316 n,7,4/11,-,,1,,4/3     6:57AM,4/4     3:31PM,4/10     7:24AM
m3,TRUE,1,corp,s52313 n,10,4/11,-,,2,,4/3     6:21AM,4/4     3:31PM,4/10     7:24AM
m6,TRUE,-3,corp,s52273 n,192,4/10,caps,,2,,3/28     7:30PM,4/4     3:36PM,4/11     6:18AM
m1,TRUE,0,summit,s52293 y,57,4/11,-,,2,,4/3     6:22AM,4/4     3:41PM,4/11     6:19AM
m4,TRUE,-3,corp,s52300 n,120,4/10,caps,,2,,3/28     7:30PM,4/4     3:37PM,4/11     6:17AM
m3,TRUE,0,corp,s52302 n,62,4/11,-,,2,,4/3     6:20AM,4/4     3:31PM,4/11     6:17AM
m3,TRUE,0,corp,s52308 n,28,4/11,-,,2,,4/3     6:21AM,4/4     3:31PM,4/11     6:17AM
m4,TRUE,-4,corp,s52311 n,20,4/6,backpack,,2,,3/28     7:30PM,4/10     6:34AM,4/11     6:18AM
m6,TRUE,2,camp,699597 n,413,4/13,caps,,3,,4/4     7:45AM,4/10     3:30PM,4/11     6:55AM
m1,TRUE,-3,corp,s52306 n,66,4/11,-,,1,,4/3     6:18AM,4/6     1:03PM,4/12     7:20AM
m1,TRUE,-3,summit,s52294 y,48,4/11,firm,,2,,3/29     6:53AM,4/4     3:40PM,4/12     7:20AM
m1,TRUE,-3,corp,s52303 n,41,4/11,-,,2,,4/3     6:18AM,4/6     1:03PM,4/12     7:20AM
m1,TRUE,-3,corp,s52304 n,4,4/11,-,,2,,4/3     6:58AM,4/6     1:03PM,4/12     7:20AM
m4,TRUE,-3,corp,s52337 n,57,4/11,-,,2,,4/3     6:19AM,4/6     1:05PM,4/12     7:20AM
m1,TRUE,0,corp,s52366 n,1,4/12,-,,2,,4/3     6:58AM,4/6     1:04PM,4/12     7:20AM
m1,TRUE,0,corp,s52342 y,49,4/13,-,,2,,4/4     12:50PM,4/6     1:04PM,4/13     7:27AM
m0,TRUE,0,corp,s52407 n,16,4/13,caps,,2,,4/12     5:55AM,4/12     2:35PM,4/13     7:29AM
m2,TRUE,0,camp,703686 n,1155,4/14,caps,,8,,4/4     7:45AM,4/13     6:05AM,4/13     6:06AM
m1,TRUE,1,summit,s52320 y,96,4/18,event,,2,,4/6     8:09AM,4/12     10:37AM,4/17     7:42AM
m5,TRUE,0,corp,s52315 n,127,4/17,-,,3,,4/5     6:00AM,4/17     7:42AM,4/17     7:42AM
m6,TRUE,0,corp,s52496 n,150,4/17,caps,,2,,4/13     1:07PM,4/17     10:22AM,4/17     10:22AM
m6,TRUE,-2,camp,703683 n,874,4/14,caps,,7,,4/4     7:45AM,4/17     7:45AM,4/17     10:24AM
m1,TRUE,0,corp,s52301 n,40,4/18,-,,2,,4/5     10:50AM,4/12     10:43AM,4/18     7:43AM
m2,TRUE,-6,camp,709281 n,0,4/12,not sewn,,1,,4/10     6:59AM,4/19     6:57AM,4/19     6:58AM
m4,TRUE,-6,camp,709282 n,0,4/12,not sewn,,1,,4/10     6:59AM,4/19     6:57AM,4/19     6:58AM
m6,TRUE,-6,camp,709283 n,0,4/12,not sewn,,1,,4/10     6:59AM,4/19     6:57AM,4/19     6:58AM
m6,TRUE,9,camp,700826 n,288,5/5,caps,,2,,4/13     1:07PM,4/19     6:58AM,4/19     6:58AM
m5,TRUE,-3,corp,s52428 n,35,4/19,bag,,1,,4/12     5:40AM,4/19     7:17AM,4/20     6:59AM
m1,TRUE,-3,corp,s52393 n,5,4/19,-,,2,,4/10     7:18AM,4/12     10:36AM,4/20     6:41AM
m1,TRUE,0,corp,s52420 n,148,4/20,-,,2,,4/12     5:41AM,4/17     7:49AM,4/20     6:41AM
m5,TRUE,0,corp,s52445 n,16,4/20,-,,2,,4/12     5:55AM,4/19     8:39AM,4/20     6:36AM
m5,TRUE,0,corp,s52490 n,4,4/20,yoke,,2,,4/13     1:07PM,4/18     1:26PM,4/20     6:34AM
m0,TRUE,4,corp,s52488 n,2,4/27,-,,2,,4/18     1:26PM,4/18     1:26PM,4/20     6:37AM
m1,TRUE,4,summit,s52319 y,48,4/28,-,,2,,4/4     5:35AM,4/17     7:49AM,4/20     6:38AM
m2,TRUE,-6,camp,703685 n,928,4/14,caps,,9,,4/4     7:45AM,4/20     2:53PM,4/20     2:53PM
m1,TRUE,-4,corp,s52404 n,178,4/19,-,,2,,4/13     8:47AM,4/19     1:15PM,4/20     3:49PM
m6,TRUE,-3,corp,s52422 n,102,4/20,caps,,2,,4/18     6:00AM,4/20     6:03AM,4/20     3:49PM
m5,TRUE,-3,corp,s52474 n,141,4/20,yoke,,2,,4/13     1:07PM,4/20     2:52PM,4/20     3:50PM
m5,TRUE,-3,corp,s52550 n,3,4/20,bag,,1,,4/19     2:43PM,4/20     2:53PM,4/20     3:49PM
m4,TRUE,0,corp,s52415 n,100,4/24,caps,,3,,4/11     7:55AM,4/17     7:50AM,4/20     3:50PM
m3,TRUE,7,camp,700822 n,288,5/5,caps,,2,,4/13     1:07PM,4/24     4:08PM,4/24     4:08PM
m4,TRUE,7,camp,700823 n,288,5/5,reparing,,2,,4/13     1:07PM,4/24     4:08PM,4/24     4:08PM
m3,TRUE,2,camp,690972 n,48,5/1,caps,,2,,4/24     8:45AM,4/26     6:27AM,4/26     6:27AM
m3,TRUE,2,camp,690973 n,48,5/1,caps,,2,,4/24     8:45AM,4/26     9:53AM,4/26     9:53AM
m3,TRUE,5,camp,700830 n,288,5/5,caps,,2,,4/19     11:14AM,4/25     1:47PM,4/25     3:12PM
m1,TRUE,5,camp,700820 n,576,5/5,caps,,4,,4/13     1:07PM,4/25     2:05PM,4/25     3:12PM
m6,TRUE,5,camp,700824 n,576,5/5,caps,,4,,4/13     1:07PM,4/25     3:01PM,4/25     3:12PM
m6,TRUE,1,camp,711890 n,120,4/28,caps,,5,,4/24     8:45AM,4/26     8:08AM,4/26     8:09AM
m6,TRUE,1,camp,675916 n,48,5/1,caps,,2,,4/24     8:45AM,4/27     5:37AM,4/27     5:38AM
m1,TRUE,1,camp,677744 n,72,5/1,caps,,3,,4/24     8:45AM,4/26     2:50PM,4/27     5:38AM
m1,TRUE,1,camp,693302 n,72,5/1,caps,,3,,4/24     8:45AM,4/27     5:49AM,4/27     5:49AM
m2,TRUE,4,camp,700821 n,576,5/5,caps,,4,,4/13     1:07PM,4/27     5:49AM,4/27     5:49AM
m6,TRUE,2,camp,708518 n,144,5/2,caps,,6,,4/24     8:45AM,4/26     2:50PM,4/27     5:38AM
m4,TRUE,0,corp,s52500 n,31,4/27,-,,1,,4/18     1:26PM,4/25     12:55PM,4/27     6:15AM
m4,TRUE,0,corp,s52499 n,21,4/27,packs,,2,,4/19     7:31AM,4/26     10:24AM,4/27     6:15AM
m4,TRUE,0,corp,s52486 n,5,4/27,pack,,3,,4/19     1:08PM,4/25     12:52PM,4/27     6:15AM
m4,TRUE,-3,summit,s52004 y,48,4/27,full chest,,1,,4/18     5:56AM,4/27     5:52AM,4/30     6:27AM
m0,TRUE,-4,corp,s52517 y,37,5/1,pillow,,2,,4/27     6:40AM,4/27     7:14AM,5/2     12:42PM
m6,TRUE,1,camp,700831 n,288,5/5,caps,,2,,4/19     11:14AM,5/1     9:44AM,5/1     9:44AM
m4,TRUE,-4,corp,s52612 n,6,5/1,-,,2,,5/1     7:49AM,5/2     12:42PM,5/2     12:42PM
m3,TRUE,-4,camp,686167 n,432,5/1,caps,,3,,4/24     8:45AM,5/1     1:07PM,5/1     1:07PM
m2,TRUE,1,rally,s52436 n,301,5/5,caps,,3,,4/12     5:57AM,5/1     1:07PM,5/3     7:20AM
m4,TRUE,4,corp,s52621 n,1,5/11,-,,1,,5/3     6:24AM,5/3     3:58PM,5/4     6:29AM
m4,TRUE,-8,corp,s52442 n,44,4/25,on hold,,2,,4/13     8:47AM,4/25     8:57AM,5/4     6:29AM
m3,TRUE,0,camp,700827 n,288,5/5,caps,,2,,4/19     11:14AM,5/4     6:40AM,5/3     6:40AM
m2,TRUE,0,camp,700828 n,288,5/5,caps,,2,,4/19     11:14AM,5/4     6:40AM,5/3     6:40AM
m6,TRUE,0,action,s52574 yy,35,5/8,blazers,,1,,4/27     7:58AM,5/4     6:29AM,5/8     6:29AM
m4,TRUE,-5,corp,s52511 n,3,5/2,-,,2,,4/24     1:04PM,5/8     6:14AM,5/8     6:32AM
m6,TRUE,0,action,s52572 yy,50,5/8,blazers,,2,,4/27     6:25AM,5/2     12:42PM,5/8     6:29AM
m6,TRUE,0,action,s52571 yy,50,5/8,blazers,,2,,4/27     6:26AM,5/2     3:28PM,5/8     6:29AM
m6,TRUE,0,action,s52565 yy,50,5/8,blazers,,2,,4/27     7:58AM,5/4     6:29AM,5/8     6:29AM
m3,TRUE,-2,camp,700829 n,288,5/5,caps,,2,,4/19     11:14AM,5/8     12:59PM,5/8     12:59PM
m4,TRUE,-3,corp,s52546 n,25,5/8,-,,1,,4/25     3:18PM,5/8     1:55PM,5/9     7:50AM
m1,TRUE,0,corp,s52402 n,115,5/9,caps,,1,,5/3     6:15AM,5/8     5:59AM,5/9     7:48AM
m6,TRUE,-7,summit,s52417 y,74,5/2,-,,1,,4/20     6:27AM,5/8     12:59PM,5/10     7:36AM
m4,TRUE,1,corp,s52583 n,1,5/11,-,,1,,5/4     4:10PM,5/10     7:37AM,5/10     7:36AM
m4,TRUE,1,corp,s52664 n,11,5/11,-,,1,,5/8     11:58AM,5/10     7:37AM,5/10     7:36AM
m4,TRUE,-4,corp,s52587 n,6,5/8,misc,,1,,5/3     6:19AM,5/3     3:58PM,5/4/2023 Thom
m2,TRUE,-4,camp,700825 n,576,5/5,caps,,5,,4/19     11:14AM,5/10     1:16PM,5/10     1:16PM
m1,TRUE,-4,camp,700832 n,864,5/5,caps,,8,,4/19     11:14AM,5/10     1:16PM,5/10     1:17PM
m1,TRUE,-3,corp,s52617 n,2,5/11,rush,,1,,5/11     5:59AM,5/11     9:00AM,5/15     7:17AM
m3,TRUE,15,camp,699470 n,504,6/8,caps,,6,,5/8     6:28AM,5/11     10:56AM,5/11     10:56AM
m6,TRUE,-5,corp,s52603 n,200,5/9,caps,,1,,5/3     6:27AM,5/8     9:20PM,5/8 manual
m6,TRUE,-3,corp,s52547 n,126,5/11,caps,,1,,4/27     6:27AM,5/10     7:43AM,5/10 manual
m4,TRUE,1,corp,s52642 n,24,5/16,-,,1,,5/4     2:42PM,5/11     9:42AM,5/10 manual
m1,TRUE,2,corp,s52625 n,5,5/18,-,,1,,5/11     6:00AM,5/11     10:55AM,5/16     7:20AM
m1,TRUE,2,corp,s52675 n,11,5/18,-,,1,,5/11     6:01AM,5/11     9:01AM,5/16     7:18AM
m4,TRUE,3,corp,s52644 n,46,5/22,-,,1,,5/9     11:26AM,5/11     11:17AM,5/16     7:23AM
m1,TRUE,3,corp,s52659 n,59,5/22,-,,1,,5/9     3:47PM,5/11     9:01AM,5/16     7:20AM
m6,TRUE,1,corp,s52647 n,246,5/17,caps +,,3,,5/9     10:35AM,5/11     9:02AM,5/16     7:17AM
m4,TRUE,-3,corp,s52586 n,13,5/16,caps +,,1,,5/8     11:27AM,5/10     1:19PM,5/17 manual
m4,TRUE,-3,corp,s52723 n,8,5/17,rush,,1,,5/15     7:42AM,5/16     3:37PM,5/18     6:35AM
m4,TRUE,0,corp,s52700 n,2,5/18,-,,1,,5/15     6:04AM,5/17     9:22AM,5/18     6:43AM
m6,TRUE,3,corp,s52711 n,50,5/24,caps,,1,,5/16     6:40AM,5/16     3:37PM,5/18     6:42AM
m4,TRUE,3,corp,s52577 n,2,5/24,-,,1,,5/16     8:41AM,5/17     9:21AM,5/18     6:43AM
m6,TRUE,-4,rally,s52694 y,300,5/18,caps,,1,,5/10     1:15PM,5/16     3:37PM,5/18 manual
m2,TRUE,-3,corp,s52681 n,760,5/22,split m1+m2,,12,,5/10     2:55PM,5/22     6:46AM,5/23     6:36AM
m4,TRUE,-3,corp,s52697 n,23,5/22,-,,1,,5/15     5:58AM,5/17     3:25PM,5/23     6:28AM
m6,TRUE,3,corp,s52777 y,48,5/30,-,,2,,5/22     6:48AM,5/23     7:01AM,5/24     7:02AM
m6,TRUE,6,summit,s52722 y,116,6/5,-,,4,,5/17     6:52AM,5/22     1:16PM,5/24     7:01AM
m4,TRUE,-3,corp,s52816 n,20,5/24,rush,,1,,5/22     2:35PM,5/24     7:29AM,5/25     6:33AM
m4,TRUE,-4,corp,s52727 n,40,5/25,caps,,1,,5/22     8:44AM,5/25     1:32PM,5/30     6:29AM
m6,TRUE,2,corp,s52821 n,96,6/1,-,,1,,5/24     9:19AM,5/25     12:51PM,5/30     6:27AM
m6,TRUE,2,summit,s52763 y,48,6/1,-,,2,,5/22     8:29AM,5/24     7:26AM,5/30     6:22AM
m6,TRUE,-5,corp,s52403 n,85,5/24,-,,4,,5/23     10:24AM,5/24     2:46PM,5/30     6:27AM
m6,TRUE,-4,corp,s52774 n,100,5/25,-,,4,,5/24     7:20AM,5/25     10:17AM,5/30     6:28AM
m6,TRUE,2,corp,s52822 n,100,6/1,event,,4,,5/22     8:50AM,5/24     7:26AM,5/30     6:29AM
m4,TRUE,3,corp,s52836 n,2,6/6,-,,1,,5/25     10:56AM,5/25     1:32PM,5/31     6:07AM
m6,TRUE,-3,corp,s52813 n,55,5/30,-,,2,,5/23     6:54AM,5/30     6:02AM,5/31     6:07AM
m6,TRUE,-6,corp,s52787 n,13,5/25,-,,1,,5/24     6:00AM,5/30     11:00AM,6/1     6:18AM
m6,TRUE,0,corp,s52826 n,48,6/1,caps,,1,,5/30     6:02AM,5/30     3:56PM,6/1     6:22AM
m4,TRUE,0,corp,s52624 n,4,6/1,-,,1,,5/31     6:24AM,5/31     8:02AM,6/1     6:18AM
m6,TRUE,4,corp,s52864 n,50,6/8,bags,,2,,5/30     8:59AM,5/31     8:31AM,6/1     6:22AM
m6,TRUE,54,summit,s52709 y,102,9/5,-,,3,,5/17     6:51AM,5/18     8:03AM,6/1     6:17AM
m6,TRUE,-3,corp,s52823 n,50,6/1,rush,,2,,5/31     5:51AM,5/31     12:04PM,6/5     6:14AM
m6,TRUE,3,corp,s52889 n,3,6/12,-,,1,,6/1     6:06AM,6/5     8:09AM,6/6     6:36AM
m6,TRUE,3,corp,s52887 n,3,6/12,-,,1,,6/1     6:19AM,6/5     8:10AM,6/6     6:36AM
m6,TRUE,4,corp,s52914 n,1,6/13,-,,1,,6/5     5:38AM,6/5     8:09AM,6/6     6:36AM
m6,TRUE,3,corp,s52830 n,77,6/12,-,,2,,5/30     2:43PM,6/1     6:53AM,6/6     6:33AM
m5,TRUE,6,ISL,s52873 y,288,6/15,this one was shipped not LTL,,2,,5/31     8:21AM,6/5     3:20PM,6/5     3:20PM
m6,TRUE,-3,corp,s52832 n,97,6/2,rush,,4,,5/31     2:25PM,6/5     8:10AM,6/6     6:37AM
m6,TRUE,0,corp,s52838 n,38,6/8,-,,1,,6/1     12:35PM,6/6     5:32AM,6/7     6:42AM
m6,TRUE,3,corp,s52776 n,28,6/14,-,,1,,6/1     12:45PM,6/6     5:32AM,6/7     6:42AM
m6,TRUE,8,corp,s52948 n,6,6/26,-,,1,,6/6     10:23AM,6/7     4:20PM,6/8     6:26AM
m2,TRUE,-8,corp,s52846 n,15,6/5,bags,,1,,5/30     9:22AM,5/30     11:50AM,6/14 manual
m6,TRUE,-7,Action,s52574 y,14,6/6,rush,,1,,6/6     10:33AM,6/6     4:07PM,6/14 manual
m6,TRUE,9,summit,s52866 y,48,6/30,-,,1,,6/1     6:08AM,6/6     1:06PM,6/14 manual
m6,TRUE,9,summit,s52865 y,48,6/30,-,,1,,6/1     6:09AM,6/6     1:06PM,6/14 manual
m2,TRUE,6,ISL,s52901 y,288,6/26,Bag and tag,,2,,6/5     3:22PM,6/13     12:40PM,6/14     5:54AM
m6,TRUE,6,ISL,s52900 y,432,6/26,Bag and tag,,3,,6/5     3:20PM,6/13     12:40PM,6/14     5:54AM
m5,TRUE,6,ISL,s52891 y,432,6/26,Bag and tag,,3,,6/5     3:24PM,6/14     7:07AM,6/14     7:07AM
m2,TRUE,0,corp,s52992 n,100,6/15,caps,,1,,6/12     3:04PM,6/13     3:57PM,6/15     6:11AM
m3,TRUE,5,ISL,s52893 y,432,6/26,Bag and tag,,3,,6/5     3:22PM,6/15     2:45PM,6/15     2:45PM
m4,TRUE,1,corp,s52938 n,111,6/19,-,,7,,6/8     7:00AM,6/14     8:18AM,6/15     6:12AM
m1,TRUE,-3,corp,s52860 n,144,6/15,rush cap,,2,,6/8     6:59AM,6/15     5:37PM,6/19     8:06AM
m3,TRUE,-3,corp,s53000 n,96,6/19,caps,,1,,6/12     3:03PM,6/20     5:32AM,6/20     7:27AM
m2,TRUE,-3,corp,s52987 n,150,6/19,caps,,1,,6/12     3:04PM,6/15     5:37PM,6/20     7:25AM
m4,TRUE,2,corp,s52921 n,35,6/22,-,,1,,6/12     2:39PM,6/14     8:18AM,6/20     7:25AM
m4,TRUE,2,corp,s53037 n,24,6/22,-,,2,,6/12     7:40AM,6/16     12:19PM,6/20     7:25AM
m5,TRUE,-5,corp,s52999 n,132,6/19,caps,,1,,6/12     3:03PM,6/20     11:40AM,6/21     6:29AM
m2,TRUE,-4,corp,s53064 n,144,6/20,caps,,1,,6/13     7:01AM,6/20     5:32AM,6/21     6:29AM
m4,TRUE,0,corp,s52937 n,5,6/22,-,,1,,6/19     10:42AM,6/20     11:49AM,6/21     6:34AM
m4,TRUE,0,corp,s52933 n,10,6/22,-,,1,,6/13     7:01AM,6/20     11:49AM,6/21     6:34AM
m2,TRUE,0,corp,s53055 n,30,6/22,hats,,1,,6/12     3:02PM,6/20     11:44AM,6/21     6:35AM
m4,TRUE,0,corp,s52827 n,35,6/22,-,,2,,6/14     8:18AM,6/20     11:49AM,6/21     6:29AM
m4,TRUE,0,corp,s52986 y,77,6/22,-,,2,,6/13     7:01AM,6/20     3:15AM,6/21     6:27AM
m1,TRUE,-4,corp,s52936 n,100,6/20,rush,,1,,6/19     9:07AM,6/21     5:31AM,6/22     6:17AM
m3,TRUE,0,ISL,s52892 y,288,6/26,Bag and tag,,2,,6/5     3:24PM,6/22     11:02AM,6/22     11:02AM
m2,TRUE,0,ISL,s52947 y,288,6/26,bag and tag,,2,,6/9     11:50AM,6/22     11:02AM,6/22     11:02AM
stg,FALSE,-12,corp,s52915 n,12,6/27,asap not firm,,1,,6/22     9:30AM,,6/29     6:15AM
stg,TRUE,-11,corp,s53124 n,1,6/28,-,,1,,6/20     9:54AM,6/27     11:27AM,6/28     6:35AM
stg,TRUE,-10,corp,s52940 n,89,6/29,-,,1,,6/20     1:47PM,7/3     4:00AM,7/3     6:13AM
stg,FALSE,-10,corp,s53071 n,9,6/29,-,,1,,6/22     9:32AM,,7/3     6:10AM
stg,TRUE,-11,1 corp,s53123n,12,6/28,,,1,,6/27     8:13AM,6/28     3:07PM,7/5     7:57AM
stg,FALSE,-11,Custom XM,s53161,28,6/28,,,1,,6/28     4:22PM,,7/3     6:11AM
stg,TRUE,0,Brands,s53263,4,7/13,,,1,,7/6     8:25AM,7/6     12:10PM,7/11     6:26AM
stg,TRUE,0,MISC Mech,s53175,3,7/13,,,1,,7/6     8:26AM,7/6     2:17PM,7/11     6:26AM
stg,TRUE,-6,Walk In,s52990,2,7/6,,,1,,7/6     8:26AM,7/6     11:00AM,7/11     6:26AM
stg,TRUE,-6,Summit,s53295,2,7/6,,,1,,7/6     8:27AM,7/6     11:00AM,7/11     6:25AM
m4,FALSE,-10,corp,s53076 n,48,6/29,-,,1,,6/13     7:01AM,,7/5     7:57AM
m1,FALSE,-10,corp,s53072 n,13,6/29,-,,1,,6/22     9:32AM,,7/3     6:11AM
stg,FALSE,-9,summit,s52867 y,48,6/30,-,,2,,6/22     11:02AM,,7/11     6:34AM
stg,FALSE,-6,Action Sports,s53225,49,7/6,,,2,,6/27     8:16AM,,7/10     8:13AM
m4,FALSE,-9,summit,s52880 y,48,6/30,-,,2,,6/22     11:02AM,,7/12     6:06AM
m4,FALSE,-9,summit,s52876 y,48,6/30,-,,2,,6/22     11:02AM,,7/3     6:09AM
m4,FALSE,-9,summit,s52869 y,48,6/30,-,,2,,6/22     11:02AM,,7/3     6:11AM
m4,FALSE,-9,summit,s52868 y,48,6/30,-,,2,,6/22     11:02AM,,7/5     7:57AM
m4,FALSE,-9,summit,s52877 y,48,6/30,-,,2,,6/22     11:02AM,,7/3     6:09AM
m1,TRUE,-5,Fastsigns,s53227,149,7/10,,,2,,6/27     8:16AM,7/11     7:12AM,7/13     6:12AM
stg,TRUE,-9,summit,s52885 y,48,6/30,full chest,,3,,6/20     9:56AM,7/10     12:40PM,7/13     6:14AM
m4,FALSE,-9,summit,s52871 y,48,6/30,full chest,,3,,6/20     10:08AM,,7/3     6:08AM
m4,FALSE,-9,summit,s52879 y,48,6/30,full chest,,3,,6/21     7:27AM,,7/3     6:08AM
m2,TRUE,0,Moxi,s53248,51,7/13,,,3,,7/10     10:11AM,7/10     12:39PM,7/13     6:14AM
stg,TRUE,-6,Identity Mktg,s53214,27,7/6,,,4,,7/6     8:24AM,7/10     8:13AM,7/12     6:09AM
stg,TRUE,-10,corp,s53128 n,30,6/29,bags,,5,,6/20     9:51AM,7/3     4:00AM,7/5     7:57AM
m6,FALSE,-10,corp,s52934 n,1000,6/29,rush,,7,,6/13     7:01AM,,6/27     6:25AM
m1,FALSE,-13,corp,s52982 n,236,6/26,-,,8,,6/20     9:46AM,,7/6     6:18AM
m0,TRUE,-16,corp,s52989 n,5,6/22,caps,,1,,6/20     6:41AM,6/20     8:16AM,7/13     12:17PM
m3,TRUE,-15,ISL,s52954 y,144,6/26,bag and tag,,1,,6/8     7:00AM,7/13     11:22AM,7/13     11:33AM
stg,TRUE,-11,ISL,s53013 y,288,6/30,Bag and tag,,1,,6/14     8:18AM,7/11     1:17PM,7/13     11:32AM
stg,TRUE,-9,Brands,s52841,1,7/5,,,1,,7/6     8:27AM,7/6     11:01AM,7/13     11:32AM
stg,TRUE,-8,AKA Mktg,s52835,25,7/6,,,1,,7/6     8:24AM,7/13     11:23AM,7/13     11:32AM
stg,TRUE,-5,Summit,s53247,14,7/12,,,1,,7/6     8:29AM,7/10     8:13AM,7/13     12:16PM
stg,TRUE,-4,UEI,s53335,11,7/13,,,1,,7/12     6:29AM,7/16     12:20AM,7/17     6:23AM
stg,TRUE,-4,Lanmarx,s53386,180,7/13,3 loc/Rush,,1,,7/12     6:24AM,7/13     9:35AM,7/17     6:22AM
m3,TRUE,-4,Moniker,s53244,60,7/13,ASAP,,1,,7/11     9:17AM,7/13     5:18AM,7/17     6:22AM
m1,TRUE,-4,Summit,s53235,48,7/13,,,1,,7/6     8:28AM,7/11     1:17PM,7/17     8:05AM
m1,TRUE,-4,Lanmarx,s53390,65,7/13,,,1,,7/12     6:28AM,7/13     10:47AM,7/18     6:22AM
stg,TRUE,-3,Creativitees,s53089,8,7/17,,,1,,7/11     6:12AM,7/11     10:37AM,7/18     6:22AM
m6,TRUE,0,TLJ Mrk,s53242,255,7/18,,,1,,7/10     8:13AM,7/13     11:47AM,7/18     6:22AM
m3,TRUE,1,TC Venture,s53451,24,7/19,,,1,,7/13     6:05AM,7/13     11:47AM,7/18     6:20AM
m3,TRUE,-12,Turner,s53130 n,4,6/29,,,2,,6/27     8:15AM,7/6     11:00AM,7/13     12:17PM
m6,TRUE,-11,ISL,s53012 y,288,6/30,Bag and tag,,2,,6/14     8:18AM,7/13     11:23AM,7/13     11:32AM
m6,TRUE,-11,ISL,s53015 y,576,6/30,Bag and tag,,2,,6/14     8:18AM,7/13     11:23AM,7/13     11:32AM
m6,TRUE,-11,ISL,s53018 y,144,6/30,Bag and tag,,2,,6/14     8:18AM,7/13     11:23AM,7/13     11:32AM
m4,TRUE,-11,summit,s52882 y,48,6/30,-,,2,,6/22     11:02AM,7/13     11:23AM,7/13     11:33AM
m1,TRUE,-11,ISL,s53017 y,144,6/30,Bag and tag,,2,,6/14     8:18AM,7/11     1:17PM,7/13     12:17PM
stg,TRUE,-9,corp,s53245 n,4,7/5,-,,2,,6/26     2:31PM,7/13     11:22AM,7/13     11:32AM
stg,TRUE,-8,corp,s53137 n,40,7/6,-,,2,,6/22     9:31AM,7/13     11:22AM,7/13     11:32AM
stg,TRUE,-7,Logo Logix,s53134,123,7/10,,,3,,6/27     8:17AM,7/10     8:13AM,7/18     6:18AM
